timestamp,value
2024-08-07T08:36:33Z,95.0
2024-08-07T08:37:33Z,94.7
2024-08-07T08:38:33Z,95.1
2024-08-07T08:39:33Z,95.3
2024-08-07T08:40:33Z,94.4
2024-08-07T08:41:33Z,94.2
2024-08-07T08:42:33Z,94.6
2024-08-07T08:43:33Z,95.1
2024-08-07T08:44:33Z,95.3
2024-08-07T08:45:33Z,95.9
2024-08-07T08:46:33Z,95.9
2024-08-07T08:47:33Z,96.0
2024-08-07T08:48:33Z,95.9
2024-08-07T08:49:33Z,95.8
2024-08-07T08:50:33Z,95.1
2024-08-07T08:51:33Z,95.6
2024-08-07T08:52:33Z,95.9
2024-08-07T08:53:33Z,96.0
2024-08-07T08:54:33Z,96.1
2024-08-07T08:55:33Z,96.6
2024-08-07T08:56:33Z,96.9
2024-08-07T08:57:33Z,96.7
2024-08-07T08:58:33Z,96.6
2024-08-07T08:59:33Z,96.9
2024-08-07T09:00:33Z,96.8
2024-08-07T09:01:33Z,96.9
2024-08-07T09:02:33Z,97.2
2024-08-07T09:03:33Z,97.3
2024-08-07T09:04:33Z,97.1
2024-08-07T09:05:33Z,96.8
2024-08-07T09:06:33Z,96.8
2024-08-07T09:07:33Z,96.9
2024-08-07T09:08:33Z,97.0
2024-08-07T09:09:33Z,96.8
2024-08-07T09:10:33Z,96.5
2024-08-07T09:11:33Z,96.8
2024-08-07T09:12:33Z,96.8
2024-08-07T09:13:33Z,96.7
2024-08-07T09:14:33Z,97.1
2024-08-07T09:15:33Z,95.6
2024-08-07T09:16:33Z,50.0
2024-08-07T09:17:33Z,50.0
2024-08-07T09:18:33Z,96.4
2024-08-07T09:19:33Z,96.7
2024-08-07T09:20:33Z,97.0
2024-08-07T09:21:33Z,97.4
2024-08-07T09:22:33Z,96.6
2024-08-07T09:23:33Z,96.8
2024-08-07T09:24:33Z,96.6
2024-08-07T09:25:33Z,97.2
2024-08-07T09:26:33Z,97.5
2024-08-07T09:27:33Z,97.1
2024-08-07T09:28:33Z,96.9
2024-08-07T09:29:33Z,97.2
2024-08-07T09:30:33Z,50.0
2024-08-07T09:31:33Z,97.3
2024-08-07T09:32:33Z,98.3
2024-08-07T09:33:33Z,97.7
2024-08-07T09:34:33Z,97.4
2024-08-07T09:35:33Z,97.5
2024-08-07T09:36:33Z,50.0
2024-08-07T09:37:33Z,97.8
2024-08-07T09:38:33Z,96.2
2024-08-07T09:39:33Z,95.0
2024-08-07T09:40:33Z,93.8
2024-08-07T09:41:33Z,50.0
2024-08-07T09:42:33Z,93.7
2024-08-07T09:43:33Z,91.3
2024-08-07T09:44:33Z,91.1
2024-08-07T09:45:33Z,91.5
2024-08-07T09:46:33Z,92.3
2024-08-07T09:47:33Z,91.2
2024-08-07T09:48:33Z,91.8
2024-08-07T09:49:33Z,92.6
2024-08-07T09:50:33Z,92.0
2024-08-07T09:51:33Z,92.1
2024-08-07T09:52:33Z,50.0
2024-08-07T09:53:33Z,89.9
2024-08-07T09:54:33Z,84.0
2024-08-07T09:55:33Z,50.0
2024-08-07T09:56:33Z,84.9
2024-08-07T09:57:33Z,87.4
2024-08-07T09:58:33Z,88.5
2024-08-07T09:59:33Z,87.7
2024-08-07T10:00:33Z,91.7
2024-08-07T10:01:33Z,93.2
2024-08-07T10:02:33Z,92.1
2024-08-07T10:03:33Z,93.1
2024-08-07T10:04:33Z,95.3
2024-08-07T10:05:33Z,95.1
2024-08-07T10:06:33Z,92.6
2024-08-07T10:07:33Z,90.9
2024-08-07T10:08:33Z,89.6
2024-08-07T10:09:33Z,89.3
2024-08-07T10:10:33Z,50.0
2024-08-07T10:11:33Z,91.4
2024-08-07T10:12:33Z,93.0
2024-08-07T10:13:33Z,94.2
2024-08-07T10:14:33Z,95.1
2024-08-07T10:15:33Z,95.8
2024-08-07T10:16:33Z,50.0
2024-08-07T10:17:33Z,95.5
2024-08-07T10:18:33Z,95.5
2024-08-07T10:19:33Z,95.4
2024-08-07T10:20:33Z,95.5
2024-08-07T10:21:33Z,95.6
2024-08-07T10:22:33Z,95.6
2024-08-07T10:23:33Z,95.6
2024-08-07T10:24:33Z,95.5
2024-08-07T10:25:33Z,95.6
2024-08-07T10:26:33Z,95.7
2024-08-07T10:27:33Z,95.7
2024-08-07T10:28:33Z,95.9
2024-08-07T10:29:33Z,95.9
2024-08-07T10:30:33Z,95.7
2024-08-07T10:31:33Z,95.8
2024-08-07T10:32:33Z,95.7
2024-08-07T10:33:33Z,95.6
2024-08-07T10:34:33Z,95.6
2024-08-07T10:35:33Z,95.5
2024-08-07T10:36:33Z,95.5
2024-08-07T10:37:33Z,95.5
2024-08-07T10:38:33Z,95.4
2024-08-07T10:39:33Z,95.3
2024-08-07T10:40:33Z,95.4
2024-08-07T10:41:33Z,50.0
2024-08-07T10:42:33Z,95.3
2024-08-07T10:43:33Z,95.3
2024-08-07T10:44:33Z,50.0
2024-08-07T10:45:33Z,94.8
2024-08-07T10:46:33Z,94.2
2024-08-07T10:47:33Z,94.1
2024-08-07T10:48:33Z,93.8
2024-08-07T10:49:33Z,93.9
2024-08-07T10:50:33Z,93.9
2024-08-07T10:51:33Z,94.0
2024-08-07T10:52:33Z,93.9
2024-08-07T10:53:33Z,93.9
2024-08-07T10:54:33Z,94.0
2024-08-07T10:55:33Z,94.1
2024-08-07T10:56:33Z,94.1
2024-08-07T10:57:33Z,94.2
2024-08-07T10:58:33Z,94.3
2024-08-07T10:59:33Z,94.7
2024-08-07T11:00:33Z,94.5
2024-08-07T11:01:33Z,94.5
2024-08-07T11:02:33Z,94.4
2024-08-07T11:03:33Z,94.2
2024-08-07T11:04:33Z,94.3
2024-08-07T11:05:33Z,94.4
2024-08-07T11:06:33Z,94.7
2024-08-07T11:07:33Z,94.8
2024-08-07T11:08:33Z,94.9
2024-08-07T11:09:33Z,94.8
2024-08-07T11:10:33Z,94.8
2024-08-07T11:11:33Z,94.8
2024-08-07T11:12:33Z,94.7
2024-08-07T11:13:33Z,95.0
2024-08-07T11:14:33Z,95.1
2024-08-07T11:15:33Z,95.2
2024-08-07T11:16:33Z,95.1
2024-08-07T11:17:33Z,95.1
2024-08-07T11:18:33Z,95.2
2024-08-07T11:19:33Z,95.3
2024-08-07T11:20:33Z,95.2
2024-08-07T11:21:33Z,95.0
2024-08-07T11:22:33Z,95.2
2024-08-07T11:23:33Z,95.2
2024-08-07T11:24:33Z,95.2
2024-08-07T11:25:33Z,95.2
2024-08-07T11:26:33Z,95.5
2024-08-07T11:27:33Z,95.6
2024-08-07T11:28:33Z,95.6
2024-08-07T11:29:33Z,95.0
2024-08-07T11:30:33Z,94.9
2024-08-07T11:31:33Z,94.9
2024-08-07T11:32:33Z,95.3
2024-08-07T11:33:33Z,95.5
2024-08-07T11:34:33Z,95.9
2024-08-07T11:35:33Z,95.9
2024-08-07T11:36:33Z,95.6
2024-08-07T11:37:33Z,95.8
2024-08-07T11:38:33Z,50.0
2024-08-07T11:39:33Z,96.3
2024-08-07T11:40:33Z,96.4
2024-08-07T11:41:33Z,50.0
2024-08-07T11:42:33Z,96.0
2024-08-07T11:43:33Z,95.6
2024-08-07T11:44:33Z,95.4
2024-08-07T11:45:33Z,95.0
2024-08-07T11:46:33Z,94.1
2024-08-07T11:47:33Z,94.3
2024-08-07T11:48:33Z,93.6
2024-08-07T11:49:33Z,93.1
2024-08-07T11:50:33Z,93.5
2024-08-07T11:51:33Z,94.4
2024-08-07T11:52:33Z,94.4
2024-08-07T11:53:33Z,95.7
2024-08-07T11:54:33Z,95.5
2024-08-07T11:55:33Z,95.1
2024-08-07T11:56:33Z,50.0
2024-08-07T11:57:33Z,94.6
2024-08-07T11:58:33Z,95.8
2024-08-07T11:59:33Z,95.7
2024-08-07T12:00:33Z,95.6
2024-08-07T12:01:33Z,50.0
2024-08-07T12:02:33Z,95.6
2024-08-07T12:03:33Z,96.6
2024-08-07T12:04:33Z,97.0
2024-08-07T12:05:33Z,97.6
2024-08-07T12:06:33Z,50.0
2024-08-07T12:07:33Z,97.7
2024-08-07T12:08:33Z,50.0
2024-08-07T12:09:33Z,95.4
2024-08-07T12:10:33Z,95.4
2024-08-07T12:11:33Z,96.3
2024-08-07T12:12:33Z,96.2
2024-08-07T12:13:33Z,96.5
2024-08-07T12:14:33Z,96.7
2024-08-07T12:15:33Z,95.7
2024-08-07T12:16:33Z,95.3
2024-08-07T12:17:33Z,50.0
2024-08-07T12:18:33Z,95.1
2024-08-07T12:19:33Z,95.5
2024-08-07T12:20:33Z,50.0
2024-08-07T12:21:33Z,96.0
2024-08-07T12:22:33Z,96.1
2024-08-07T12:23:33Z,96.1
2024-08-07T12:24:33Z,95.9
2024-08-07T12:25:33Z,95.2
2024-08-07T12:26:33Z,94.2
2024-08-07T12:27:33Z,92.8
2024-08-07T12:28:33Z,91.7
2024-08-07T12:29:33Z,91.0
2024-08-07T12:30:33Z,91.4
2024-08-07T12:31:33Z,91.2
2024-08-07T12:32:33Z,91.0
2024-08-07T12:33:33Z,50.0
2024-08-07T12:34:33Z,92.5
2024-08-07T12:35:33Z,93.8
2024-08-07T12:36:33Z,94.4
2024-08-07T12:37:33Z,94.4
2024-08-07T12:38:33Z,94.3
2024-08-07T12:39:33Z,94.5
2024-08-07T12:40:33Z,94.9
2024-08-07T12:41:33Z,94.9
2024-08-07T12:42:33Z,95.2
2024-08-07T12:43:33Z,95.2
2024-08-07T12:44:33Z,95.0
2024-08-07T12:45:33Z,94.8
2024-08-07T12:46:33Z,94.6
2024-08-07T12:47:33Z,94.8
2024-08-07T12:48:33Z,95.4
2024-08-07T12:49:33Z,95.3
2024-08-07T12:50:33Z,95.4
2024-08-07T12:51:33Z,95.2
2024-08-07T12:52:33Z,95.0
2024-08-07T12:53:33Z,95.0
2024-08-07T12:54:33Z,95.0
2024-08-07T12:55:33Z,94.7
2024-08-07T12:56:33Z,94.2
2024-08-07T12:57:33Z,94.1
2024-08-07T12:58:33Z,94.5
2024-08-07T12:59:33Z,94.2
2024-08-07T13:00:33Z,94.0
2024-08-07T13:01:33Z,94.1
2024-08-07T13:02:33Z,94.2
2024-08-07T13:03:33Z,94.1
2024-08-07T13:04:33Z,94.6
2024-08-07T13:05:33Z,94.6
2024-08-07T13:06:33Z,94.3
2024-08-07T13:07:33Z,94.3
2024-08-07T13:08:33Z,94.1
2024-08-07T13:09:33Z,94.1
2024-08-07T13:10:33Z,94.5
2024-08-07T13:11:33Z,94.9
2024-08-07T13:12:33Z,95.0
2024-08-07T13:13:33Z,94.7
2024-08-07T13:14:33Z,94.9
2024-08-07T13:15:33Z,95.0
2024-08-07T13:16:33Z,95.2
2024-08-07T13:17:33Z,95.0
2024-08-07T13:18:33Z,94.8
2024-08-07T13:19:33Z,94.8
2024-08-07T13:20:33Z,95.1
2024-08-07T13:21:33Z,95.3
2024-08-07T13:22:33Z,94.9
2024-08-07T13:23:33Z,94.4
2024-08-07T13:24:33Z,93.8
2024-08-07T13:25:33Z,93.5
2024-08-07T13:26:33Z,92.8
2024-08-07T13:27:33Z,93.1
2024-08-07T13:28:33Z,92.2
2024-08-07T13:29:33Z,91.2
2024-08-07T13:30:33Z,91.4
2024-08-07T13:31:33Z,93.7
2024-08-07T13:32:33Z,94.1
2024-08-07T13:33:33Z,94.3
2024-08-07T13:34:33Z,94.2
2024-08-07T13:35:33Z,93.8
2024-08-07T13:36:33Z,93.7
2024-08-07T13:37:33Z,93.6
2024-08-07T13:38:33Z,93.6
2024-08-07T13:39:33Z,50.0
2024-08-07T13:40:33Z,50.0
2024-08-07T13:41:33Z,50.0
2024-08-07T13:42:33Z,50.0
2024-08-07T13:43:33Z,50.0
2024-08-07T13:44:33Z,50.0
2024-08-07T13:45:33Z,93.8
2024-08-07T13:46:33Z,50.0
2024-08-07T13:47:33Z,92.9
2024-08-07T13:48:33Z,50.0
2024-08-07T13:49:33Z,93.3
2024-08-07T13:50:33Z,50.0
2024-08-07T13:51:33Z,93.8
2024-08-07T13:52:33Z,50.0
2024-08-07T13:53:33Z,50.0
2024-08-07T13:54:33Z,94.6
2024-08-07T13:55:33Z,50.0
2024-08-07T13:56:33Z,94.8
2024-08-07T13:57:33Z,50.0
2024-08-07T13:58:33Z,93.9
2024-08-07T13:59:33Z,93.1
2024-08-07T14:00:33Z,50.0
2024-08-07T14:01:33Z,93.7
2024-08-07T14:02:33Z,50.0
2024-08-07T14:03:33Z,93.6
2024-08-07T14:04:33Z,50.0
